player_name,country,team,total_rounds,kd,rating,game
mezoky,Russia,Solo,324,1.07,0.99,Valorant
LowaN,Belgium,Valar Morghulis,569,0.9,0.87,Valorant
ImpactOnVoiD,CIS,Team adin,426,1.07,1.02,Valorant
aKis,United States,Muffin Lightning,4925,0.91,0.92,CSGO
SaroX,Poland,WARSHTAT_,594,0.88,0.85,Valorant
Apyr,Netherlands,Monkey Momentum,435,1.28,1.35,Valorant
PERCY,Denmark,Secret,26682,0.98,0.98,CSGO
Jiren,India,MonkeyBite Esports,582,0.87,0.89,Valorant
Heero,Canada,Mugi,527,0.97,0.99,Valorant
JACKPOT,Russia,"""Save's""",2554,0.88,0.89,CSGO
Summr,Canada,SHIKIGAMI,438,1.02,1.04,Valorant
HackeM,South Africa,Sinister5,2733,1.05,1.01,CSGO
Xeppaa,United States,Cloud9,800,1.06,1.18,Valorant
JA,Philippines,South Built Esports,1093,1.12,1.12,Valorant
Nyw,Great Britain,Gang Bros,360,1.01,1.02,Valorant
B3AUTIFUL,Sweden,Solo,573,1.02,0.99,Valorant
BEWATER,China,Invictus Gaming Academy,1293,0.86,0.84,Valorant
Rustun,United States,Oxygen Esports Academy,1697,1.01,0.92,Valorant
WazzuXL,Mexico,Penguins the night,364,0.92,0.92,Valorant
S3NSEY,Austria,Sangal,3885,1.0,0.99,CSGO
Nivera,Belgium,Heretics,5130,1.18,1.11,CSGO
HugoXD,Sweden,Singularity,7510,0.94,0.95,CSGO
Fweshest,Australia,funcrew,490,0.91,0.9,Valorant
mishu,Denmark,who cars?,844,0.91,0.96,Valorant
tor1towOw,Peru,Infinity,4111,1.11,1.09,CSGO
SnapssV,Costa Rica,Half Moon,1650,1.14,1.11,Valorant
Aery,Canada,NMG Celeste,864,0.94,1.04,Valorant
Bearz,United States,Reformed,1306,1.19,1.17,Valorant
Pain,Vietnam,Brave Wolves,1414,1.14,1.04,Valorant
Mikelelle,Finland,Monkey Momentum,435,1.05,1.05,Valorant
Smoggy,China,Team Weibo,974,1.33,1.25,Valorant
ht ,Chile,Free Agents Team,388,1.32,1.22,Valorant
SaVage,Australia,Dire Wolves,3057,1.13,1.05,CSGO
Segen,Indonesia,HIGAN,528,1.09,1.06,Valorant
Chips,World,Digital Gaming,646,0.96,1.02,Valorant
evaD,Canada,Pho Real,4652,0.87,0.92,Valorant
jonba,Spain,Solo,773,1.11,1.11,Valorant
Gucc107,United States,Akrew,1456,1.09,1.1,Valorant
Pashasahil,India,Ah yeah gaming,5105,1.02,0.95,Valorant
Ebeeee,United Arab Emirates,Flamingos,2328,1.08,1.03,Valorant
enanoks,Spain,Dragons,3039,0.9,0.92,CSGO
PKL,Brazil,paiN,24266,0.99,0.98,CSGO
theDoctorr,Malaysia,Action PH,665,0.89,0.94,Valorant
Edudz,Brazil,Baixa Renda,1124,1.2,1.2,Valorant
H4wK,Mongolia,Checkmate,3945,0.92,0.94,CSGO
frostmind,Indonesia,BOOM Esports,912,1.06,0.89,Valorant
BODA,United States,Zenigma Alpha,2480,1.09,1.04,Valorant
pr0xy,South Korea,Spear Gaming,376,1.19,1.06,Valorant
NBK-,France,Envy,52921,1.04,1.02,CSGO
Moneyt,Indonesia,Onic Esports,849,1.23,1.24,Valorant
Sate,Canada,Omni Performance SD,752,1.09,1.03,Valorant
uli,Finland,KOVA,11524,1.02,1.0,CSGO
Cantzer,Czech Republic,Enterprise Esports,749,0.99,0.97,Valorant
dip,Canada,Man I Love Fwogs,693,1.07,1.06,Valorant
ZpetZ,United States,Taipan Esports,1372,0.88,0.88,Valorant
gothchild,Pakistan,Team Arrow,307,1.02,1.06,Valorant
Despaciflette,France,Les Braqueurs,336,1.11,1.14,Valorant
GuardiaN,Slovakia,Natus Vincere,39782,1.19,1.11,CSGO
kivary,Chile,HARDESPORTS,528,1.13,1.12,Valorant
Tuna,Egypt,Anubis Gaming,2112,0.84,0.87,Valorant
Paatu,Cambodia,AG Esports,702,0.97,0.94,Valorant
MarKE,Mexico,Extra Salt,20430,1.08,1.04,CSGO
Bufon,World,Eternal Spring,1638,1.06,1.15,Valorant
bodyaN,Ukraine,"""Save's""",2701,0.97,0.96,CSGO
truo,Canada,Complexity,1985,1.14,1.03,Valorant
Impulse,Serbia,ONYX,17556,1.13,1.08,CSGO
howlsv,Great Britain,Team Bifrost,495,0.92,0.96,Valorant
Leon,Germany,CGN Esports,788,0.89,0.86,Valorant
florescent,Canada,Betrayed's Fantasy Team,1332,1.33,1.38,Valorant
Drags,Russia,HATALANTE,1008,1.29,1.14,Valorant
BaWaN,France,beGenius ESC,514,1.12,1.06,Valorant
Maniac,Switzerland,LDLC,22049,0.97,0.96,CSGO
bq,Sweden,Lilmix,9412,0.98,0.98,CSGO
KlausC,Germany,Solo,354,1.14,1.17,Valorant
keshandr,Russia,Vega Squadron,8221,0.94,0.94,CSGO
Yolo,Canada,Hugh Jass Construction,3762,0.9,0.99,Valorant
RvK,India,Enigma Gaming,1212,1.13,1.0,Valorant
Luz,Poland,PRIDE,16970,0.92,0.92,CSGO
Kay,Canada,LIGHT UP SKECHERS,1798,1.05,0.95,Valorant
fluffytittybear,Indonesia,Ethereal,686,1.14,1.11,Valorant
Babytz,Thailand,MAD Army,1294,1.33,1.21,Valorant
Rudys,Thailand,Aricat Aresta,1350,1.19,0.96,Valorant
dom,United States,Hitbox Hiros,398,0.92,0.96,Valorant
GYZER,Brazil,Black Dragons,3434,0.82,0.84,CSGO
Xhowi,Dominican Republic,Illicit,927,1.26,1.25,Valorant
Remedy,Canada,Aspire,1595,1.0,1.0,Valorant
iamtaymee,Russia,HATALANTE,640,1.18,1.03,Valorant
Attacker,China,TYLOO,30177,1.13,1.09,CSGO
popogachi,Japan,Crazy Raccoon,550,1.22,1.12,Valorant
Xecriona,Turkey,BBL Queens,523,0.96,0.95,Valorant
TMB,Denmark,MAD Lions,13694,0.99,0.98,CSGO
romi,Chile,KRÜ Fem,540,1.62,1.33,Valorant
Flarich,Latvia,HellRaisers,28161,1.1,1.05,CSGO
Rio,India,Reckoning Esports,2784,0.93,0.94,Valorant
syken,Germany,expert,10832,0.97,0.98,CSGO
JamYoung,China,ViCi,6992,1.24,1.16,CSGO
Goaster,France,Mandatory,669,1.1,1.04,Valorant
Knox,Great Britain,Noodle Arm Athletes,568,1.07,1.05,Valorant
KYLOU,Europe,Amazing,356,1.09,1.11,Valorant
HOLMES,Serbia,Squared,10541,0.97,0.97,CSGO
Zilkenberg,Mongolia,TheMongolz,8172,1.09,1.05,CSGO
adreN,United States,Liquid,18241,1.03,1.0,CSGO
DannyG,Australia,Rooster,7874,1.04,1.03,CSGO
leckr,Czech Republic,Entropiq Prague,3208,0.93,0.92,CSGO
Harry,South Korea,HolyMolly,858,1.15,0.98,Valorant
redSNK,United Kingdom,Infused,2608,0.78,0.82,CSGO
Twistzz,Canada,Liquid,32124,1.18,1.11,CSGO
moose,Canada,eUnited,19559,1.16,1.1,CSGO
dobu,Mongolia,5POWER,18826,1.05,1.04,CSGO
SENER1,Albania,BLINK,4603,0.91,0.93,CSGO
CyberFocus,Belarus,Nemiga,12779,1.04,1.02,CSGO
stavn,Denmark,Heroic,26338,1.06,1.04,CSGO
PADO,South Korea,Veronica7,323,0.91,0.91,Valorant
Reduxx,United States,BOOSTER SEAT GAMING,3446,1.29,1.22,Valorant
Zeus,Ukraine,Natus Vincere,37015,0.92,0.92,CSGO
VHL,Brazil,Baixa Renda,1124,1.06,1.03,Valorant
djaz,France,Macbernick,576,0.75,0.75,Valorant
Complex,United States,Solo,757,1.02,0.95,Valorant
dicey,United States,FaZe Clan,1014,1.41,1.21,Valorant
Tempt,Canada,Mugi,939,0.94,0.98,Valorant
dip,United States,Lenny Time,2464,0.97,0.93,Valorant
Remoy,Denmark,HEET,598,1.27,1.1,Valorant
gejmzilla,Hungary,Throw Potential,2858,0.9,0.92,CSGO
Powerzz,United States,Variance,2817,0.84,0.87,CSGO
trk,Brazil,TeamOne,18349,1.13,1.08,CSGO
nixoon,Finland,FuelCore,609,1.14,1.07,Valorant
nekky,Turkey,Tanınmayanlar,444,1.13,1.1,Valorant
qvexzzZ,Canada,Jamie fan club,1266,0.67,0.73,Valorant
Tommy,Singapore,BOOT-d[S],9900,0.95,0.96,CSGO
Hopper,Canada,afterMath Esports,520,1.06,1.0,Valorant
deoxiDE,Australia,Legacy,3439,1.19,1.12,CSGO
UdoTan,South Korea,TEAM NUTRIA,471,0.93,1.02,Valorant
MAJ3R,Turkey,dada,558,0.99,1.03,Valorant
supLex,Brazil,Sharks,3298,0.98,0.96,CSGO
Niko47A,Thailand,3XL,1878,1.03,1.1,Valorant
musashi,Germany,Rebels Gaming,817,1.08,1.12,Valorant
Waltz,United States,Solo,418,0.93,0.92,Valorant
discoveryfps,Brazil,Jisele Pincher,736,0.79,0.85,Valorant
mertz,Denmark,Team Heretics,362,0.96,0.96,Valorant
JoshRT,United States,Prospects,7432,0.85,0.88,CSGO
Hiiro,France,Amazing,356,1.06,0.95,Valorant
KAAARL,Philippines,ArkAngel,852,1.14,1.06,Valorant
jellyD,Australia,SUSUP,1332,1.09,1.04,Valorant
Kachow,Philippines,Hashira SR,1725,0.94,0.95,Valorant
christo,Argentina,Durany,3747,1.06,1.05,CSGO
deviaNt,South Africa,Goliath,3086,0.97,0.96,CSGO
Fearoth,France,Fnatic,985,1.21,1.11,Valorant
J3nsyy,Denmark,Lyngby Vikings,3434,1.0,0.97,CSGO
Redneval,Vietnam,Hold W Only,1755,1.12,1.18,Valorant
YaBoiDre,United States,Evil Geniuses,1070,1.21,1.16,Valorant
apocdud,Australia,Chiefs,15167,0.99,0.98,CSGO
smiley,Kazakhstan,100PG,8122,1.09,1.04,CSGO
sizz,Tunisia,E9 Sports,2240,1.44,1.29,Valorant
flow,United States,Yasei,960,1.09,1.07,Valorant
Swipe,France,Mantis,416,1.03,0.92,Valorant
R0b3n,Latvia,Unique,13824,1.03,1.0,CSGO
sterling,New Zealand,AVANT,18010,1.33,1.19,CSGO
ScherBi,Brazil,BearClaw Gaming,484,1.11,0.97,Valorant
Tristiieee,Canada,Team Major Academy,718,1.03,1.04,Valorant
jowzikk,Brazil,Tropa do Havoc,1228,1.09,1.16,Valorant
snarly,Canada,Qor Red,810,1.03,1.01,Valorant
QuQu,China,FIVE,2778,0.99,0.99,CSGO
Javiierh,World,Poggers LATAM,552,0.99,0.96,Valorant
Obito,China,ZHUQUE,967,0.99,1.0,Valorant
Minty,Japan,FAV Gaming,491,1.38,1.26,Valorant
ESG SweetNoni,Latin America,Eternal Spring,306,0.88,0.91,Valorant
KIPSIk,Finland,KoN Finland,2616,0.97,0.97,CSGO
Night,United States,UP NEXT,3066,0.95,0.96,Valorant
Tigene,Hungary,Gamerland Outlaws,606,0.74,0.84,Valorant
Sushi,Brazil,Pass Gaming,736,1.04,0.92,Valorant
BRNZ1K,Brazil,IDM,3339,0.92,0.93,CSGO
KSCERATO,Brazil,FURIA,20993,1.28,1.15,CSGO
Svedjehed,Sweden,Lilmix,8099,1.04,1.02,CSGO
bottle,China,Invictus,19492,1.06,1.05,CSGO
Unnsto,Argentina,eBRO GAMING,571,0.95,0.97,Valorant
spenceJ,Canada,Tone Gaming,765,1.09,1.02,Valorant
KenV,Vietnam,Fenix Gaming,354,1.04,1.04,Valorant
XANTARES,Turkey,Space Soldiers,39753,1.2,1.17,CSGO
LilHieu,Vietnam,An Phat Computer,2204,1.0,1.0,Valorant
Aero,United States,Free Fall,2811,0.85,0.78,Valorant
Salty,Germany,eXiLe FEMALE,756,1.03,1.02,Valorant
Pollo,United States,Torqued,8069,0.98,0.98,CSGO
ckay,Denmark,Ambush,2724,1.01,1.01,CSGO
Princessicy,Canada,Addice,396,0.9,0.86,Valorant
XpG,France,TheDice,5915,0.89,0.91,CSGO
streets,Canada,mozzymembas,462,1.04,0.96,Valorant
Meddo,Sweden,G2 Esports,2070,1.15,0.94,Valorant
Lou,United States,Betrayed's Fantasy Team,882,0.96,0.99,Valorant
PanzeR,India,Dank 5,873,1.13,1.17,Valorant
azd,Europe,Beykent E-Sports,627,1.05,1.08,Valorant
Evade,Canada,Omni Performance SD,732,0.82,0.88,Valorant
opportunity,United States,Fam143,3464,1.05,1.06,CSGO
voidex,Russia,5balls,2701,0.94,0.97,CSGO
Synergy,Canada,ValorsGG,712,0.81,0.85,Valorant
Lamplight,China,MAX,3424,0.93,0.93,CSGO
aika,Canada,Ranked Players,668,0.98,1.08,Valorant
Notta1337,Canada,Avora,688,1.03,1.09,Valorant
HS,Estonia,Nordavind,27632,1.02,1.02,CSGO
Di Wade,Brazil,Inter de Limão,1326,0.93,0.91,Valorant
jet-,United States,Recon 5,4472,0.98,0.97,CSGO
Joojina,Brazil,Gamelanders Purple,634,1.03,0.99,Valorant
emberval,India,Vibhor Fan Club,2950,1.04,1.02,Valorant
dathuaaN,Belgium,House of Batiatus,404,1.0,0.91,Valorant
kostaz,Poland,ELUSIVE,334,1.02,1.07,Valorant
Monster,China,CyberZen,5329,1.04,1.02,CSGO
Kay,Vietnam,Brimstone Gaming,330,1.19,1.22,Valorant
trent,United States,The Guard,1332,1.34,1.19,Valorant
chjna4q,Argentina,Dinosaurs,1424,0.94,0.96,Valorant
valde,Denmark,OG,31047,1.13,1.09,CSGO
Hardy,Russia,Team dw,574,1.23,1.17,Valorant
mate,Russia,EZ KATKA,611,1.27,1.09,Valorant
JD,Australia,madlikewizards,9620,0.85,0.88,CSGO
spiker,Russia,Monolith,10974,0.88,0.89,CSGO
DomiNate,Sweden,Publiclir.se,4922,0.93,0.94,CSGO
J1W00,South Korea,SGA,490,0.95,0.96,Valorant
ZEDKO,Czech Republic,Sinners,23506,1.0,0.99,CSGO
Muffyn,Thailand,MAD Army,1294,1.34,1.2,Valorant
MarinooZ,Spain,Coin Flip,340,1.28,1.2,Valorant
LIMIT TESTER,Canada,Illuzion Academy,716,1.0,0.99,Valorant
shonk,United States,Final Feature,6564,0.97,0.98,CSGO
Biohazard12,Canada,Digital,636,1.34,1.22,Valorant
coldy,Canada,Team Flux Academy,1472,0.87,0.93,Valorant
Levi,Czech Republic,Universe,3736,0.92,0.95,CSGO
XiSTOU,Turkey,SuperMassive Blaze,490,1.03,0.97,Valorant
Aphun,Netherlands,MAYO,918,0.83,0.8,Valorant
isa1,Brazil,Stars Horizon Vênus,456,1.26,1.21,Valorant
Padisah,Turkey,3 Gün Yeter,338,1.14,1.08,Valorant
Annihilation,Mongolia,D13,4928,1.1,1.05,CSGO
pMdr1,Brazil,SeekingContract,1036,1.1,1.04,Valorant
shanee,Pakistan,Team Arrow,307,0.99,1.02,Valorant
nbl,Argentina,Isurus,14554,0.95,0.96,CSGO
DKN,Czech Republic,Never Ending Story,567,1.2,1.14,Valorant
b0RUP,Denmark,Tricked,32581,1.02,1.02,CSGO
KENSI,Russia,forZe,8102,1.08,1.03,CSGO
KimGyuTae,South Korea,Desperado,416,0.83,0.81,Valorant
lissa,Brazil,Sem Duelista,1268,0.91,0.87,Valorant
cavern,United States,Lemonade Stand,990,0.96,1.08,Valorant
sinbad,Chile,Raven Hunters,588,1.02,1.01,Valorant
SPELLAN,Bulgaria,SKADE,37216,0.99,0.98,CSGO
Jackinho,Sweden,fnatic,3652,1.0,0.99,CSGO
gmanchew,Canada,RBG,2714,0.78,0.81,CSGO
goyet,Brazil,Artemis,345,0.84,0.9,Valorant
showliana,Brazil,Dignitas,740,1.02,1.04,Valorant
rain,Canada,Dignitas fe,4817,1.11,1.07,CSGO
Laes,Australia,Ground Zero,2564,0.95,0.96,CSGO
c1sterby,Albania,Falchion Gaming,939,1.29,1.22,Valorant
MSK,Pakistan,Team Arrow,307,0.64,0.65,Valorant
Machineris,Turkey,Solo,433,1.22,1.13,Valorant
YNk,Serbia,iNation,3008,0.95,0.96,CSGO
mass3R,Italy,Solo,688,0.93,0.91,Valorant
RAxBaros,Thailand,Daytrade Gaming Nursery,383,0.9,0.86,Valorant
Heart,Brazil,Utah Bless,394,0.85,0.8,Valorant
GodkO,South Korea,Solo,642,0.85,0.83,Valorant
Sayaplayer,South Korea,The Guard,1332,1.27,1.11,Valorant
Kas9k,Russia,DreamEaters,3670,1.04,1.01,CSGO
sufu,Canada,New Moon,412,1.17,1.14,Valorant
mikki,Norway,777,2768,0.98,0.98,CSGO
streboR,United States,Method,4167,0.98,0.98,CSGO
XotiC,United States,ChocoCheck,7032,1.1,1.06,CSGO
bite,Canada,Gorilla Gang,736,0.98,0.91,Valorant
TiGG,United States,Luminosity Gaming,1210,0.93,0.95,Valorant
muffinloop,India,Beyond Infinity,528,1.26,1.21,Valorant
xype,Poland,Izako Boars,3252,0.96,0.95,CSGO
phx,Brazil,DETONA,3198,0.93,0.93,CSGO
SecDet,Germany,DIVIZION,508,0.87,0.84,Valorant
f0rsakeN,Indonesia,Paper Rex,600,1.35,1.33,Valorant
hazed,United States,NRG Esports,1195,1.05,0.96,Valorant
roseau,Indonesia,Recca,10376,1.02,1.02,CSGO
hades,Poland,ENCE,11431,1.2,1.11,CSGO
qRaxs,Turkey,Futbolist,1143,1.04,1.04,Valorant
realziN,Brazil,Sharks,11941,1.02,1.0,CSGO
Kouf,Canada,IlluZion,2426,1.02,1.04,Valorant
denzo,Sweden,MANGO,1644,1.16,1.22,Valorant
rooRoooo,United States,Splyce,3752,0.99,1.0,CSGO
Playboi Joe,United States,Project A,1916,1.18,1.14,Valorant
zkcaR,Canada,Crownless,435,1.04,0.99,Valorant
paperboy,United States,LFAO,2862,0.88,0.87,CSGO
HaRts,France,Clan-Mystik,2993,0.74,0.77,CSGO
Jarpix,Asia,Fastelle,326,0.99,1.01,Valorant
will,Canada,iNTACT,3083,0.98,0.98,CSGO
savi,United States,Invicta,516,0.85,0.96,Valorant
TenzouEz,Japan,DeToNator,370,1.13,1.18,Valorant
Symbol,Philippines,Looking For Org PH,1914,1.05,1.03,Valorant
YANKAS,Turkey,Solo,548,1.11,1.12,Valorant
gut0,Brazil,INTZ,3075,0.86,0.89,CSGO
BARBARR,Sweden,Epsilon,23180,1.0,0.99,CSGO
bitchiR,Estonia,WASD,4086,1.03,0.99,CSGO
dbk,Canada,CripWalkas,423,1.0,0.95,Valorant
SoCoolSoDa,Thailand,Boulette Toxic,658,0.98,0.95,Valorant
L0NER,United States,Big Frames,4235,1.06,1.04,CSGO
r2sh1d,World,Top Gear,364,1.18,0.96,Valorant
SEMINTE,Romania,Nexus,15872,0.97,0.97,CSGO
SLOWLY,China,TYLOO,12031,1.07,1.06,CSGO
xajdish,Sweden,passions,6481,0.95,0.95,CSGO
Soyokaze,Brazil,Utah Bless,394,0.9,0.89,Valorant
B4HA,Jordan,Roh Elbas Gang,1232,0.99,1.01,Valorant
Nasfi-,Indonesia,INVADER,789,1.08,0.96,Valorant
veta,Thailand,Beyond,6593,1.03,1.0,CSGO
LarryBanks,Canada,Teal Seam,2038,1.09,0.96,Valorant
ub1que,Russia,EPG,12691,0.94,0.94,CSGO
Misty,Brazil,BearClaw Gaming,666,0.8,0.86,Valorant
dfen,Denmark,unknown,6461,0.97,0.98,CSGO
riku,United States,Knights Academy,2572,1.2,1.19,Valorant
NEO,Poland,HONORIS,50399,0.96,0.96,CSGO
nkl,Bulgaria,E-frag.net,16554,0.91,0.9,CSGO
afro,France,DBL PONEY,9422,1.07,1.03,CSGO
LaAw,France,OG Esports,577,1.14,1.15,Valorant
sterling,Canada,Station7,3830,0.96,0.97,CSGO
FIEND,United States,Solo,1159,1.02,0.97,Valorant
frei,United Kingdom,Epsilon,6660,1.09,1.06,CSGO
King,Canada,VIRTUOSO,982,1.08,0.98,Valorant
Derkeps,Finland,KOVA,2948,1.04,1.06,CSGO
paredao,Brazil,INTZ,3078,0.92,0.92,CSGO
nafany,Russia,Gambit,19708,0.97,0.97,CSGO
fr0slev,Denmark,AGF,15734,1.04,1.02,CSGO
smooth_criminal22,Australia,madlikewizards,7396,1.06,1.05,CSGO
Helian,Philippines,SR Nacague,532,0.93,0.9,Valorant
VA Ondr1KK,Europe,Vozmojno Agressiya,372,0.93,1.0,Valorant
Chuky,Argentina,Nocturns,2832,0.85,0.87,CSGO
S0tF1k,Russia,Spirit,33567,0.92,0.92,CSGO
nhapsz,Brazil,W7M.Valkirias,939,1.13,1.09,Valorant
dino,United States,Solo,902,0.86,0.89,Valorant
gin,Vietnam,DivisionX Gaming,2409,1.31,1.36,Valorant
Kicks,Estonia,London Esports,1538,1.14,1.17,Valorant
klebz,Australia,Control,3808,0.93,0.94,CSGO
SicK,United States,Rogue,20701,1.07,1.05,CSGO
Chuti,Mexico,QuetzaL,3524,1.04,1.04,CSGO
Odisthegoatus,Canada,Team Flux Academy,435,0.74,0.79,Valorant
Ityraa,World,Renos Esports,444,0.88,0.91,Valorant
cappuccino,Turkey,Atlantis,420,1.17,1.33,Valorant
TopoEmi,Latin America,Roosters Gaming,410,0.97,0.96,Valorant
zander,United States,Rugratz,6042,0.93,0.94,CSGO
aLerT,Thailand,Sharper Esport,687,1.08,0.93,Valorant
DashDevv,United States,TLP Blue,388,0.81,0.85,Valorant
mimi,Thailand,Ravens,602,1.32,1.23,Valorant
1ssuesje,Malaysia,ayamLaut,318,0.91,0.92,Valorant
perzon,Sweden,Rogue Academy,2694,0.9,0.92,CSGO
Johnqt,Morocco,Ghost Gaming,1108,1.32,1.09,Valorant
smartshi,China,FIVE,4668,0.95,0.96,CSGO
HellBOY,Brazil,Ninjas Sem Pyjamas,858,1.24,1.18,Valorant
Mapo,Morocco,Fox Gaming Academy,467,1.01,1.0,Valorant
franzera,Argentina,Deportados,474,1.16,1.24,Valorant
Sowr,Latin America,SALVA,1132,0.98,1.01,Valorant
dobbo,United Kingdom,GamerLegion,3050,0.85,0.87,CSGO
Hepsev,Turkey,Sofunny.,371,1.2,1.14,Valorant
doktizh,Denmark,unknown,6526,1.01,0.99,CSGO
MatiS,Chile,HARDESPORTS,1076,1.31,1.23,Valorant
ZoGlass,Indonesia,Somnium Esports,861,0.82,0.87,Valorant
yay,United States,OpTic Gaming,652,1.36,1.17,Valorant
aru,Canada,Trash Pandas,495,0.51,0.58,Valorant
hannah,United States,Gen.G Black,556,1.2,1.13,Valorant
Valiance,Australia,ORDER,13346,1.1,1.06,CSGO
Sonic,South Africa,Extra Salt,22274,1.15,1.09,CSGO
7oX1C,Ukraine,Trasko,7726,0.94,0.93,CSGO
walleONE,Mexico,Astronauts LATAM,618,0.97,0.99,Valorant
Draxiimov,Philippines,Looking For Org PH,2043,0.93,0.96,Valorant
WHitE,Romania,XPC,5458,0.96,0.96,CSGO
DEV7L,Czech Republic,eXtatus,14256,1.06,1.03,CSGO
lainNy,Latvia,Smoke Criminals,2881,1.05,1.05,CSGO
Hiki,United States,SKDC,2831,0.91,0.93,CSGO
D1pp3R,South Korea,RSG,704,1.0,0.93,Valorant
Incredible,Poland,GOODFOR1,860,1.21,1.06,Valorant
MungHoon,South Korea,VPZ,352,1.12,1.01,Valorant
Tehx,Chile,ATROPELADOS,930,1.08,1.07,Valorant
scroll,Canada,TLP Red,586,1.15,1.13,Valorant
amster,Ukraine,EC Kyiv,3608,0.93,0.92,CSGO
beam,Canada,ExiLe Gaming,382,0.99,1.01,Valorant
Sp1nn,Brazil,Mowil E-Sports,1242,0.9,0.89,Valorant
laser,Kazakhstan,Boca Juniors,2800,1.03,1.02,CSGO
NicoMachine,Chile,Juegalo,350,0.93,0.96,Valorant
kIMERA,Italy,Forge,2878,0.9,0.92,CSGO
Shyfty,Great Britain,Reborn,828,1.16,1.02,Valorant
Despold,Turkey,Thatoc Esports,387,1.1,1.05,Valorant
Noxio,United States,Levitate,3136,0.85,0.86,CSGO
cENTRYZ,Norway,Temp.no,4221,1.05,1.01,CSGO
LATINOBOMBEN,Denmark,Great Danes,3129,0.99,1.0,CSGO
minse,Russia,DreamEaters,2931,0.93,0.94,CSGO
SOON,Poland,PRIDE,8179,0.98,0.96,CSGO
ArriViper,World,AQT,315,0.73,0.85,Valorant
montE,Canada,ACE,4361,0.86,0.87,CSGO
Anva,Turkey,Sangal Rebels,373,0.85,0.85,Valorant
keloqz,France,Team Heretics,678,1.23,1.15,Valorant
ngiN,Turkey,Sangal,26515,0.95,0.93,CSGO
Djoko,France,DBL PONEY,6973,1.01,1.0,CSGO
biguzera,Brazil,paiN,10363,1.16,1.1,CSGO
Chowdy,Philippines,Looking For Org PH,362,0.88,0.9,Valorant
pat,Sweden,dog$afari,398,1.1,1.05,Valorant
zoneR,Russia,Enso,2735,0.84,0.86,CSGO
Lear,United States,Solo,1534,1.15,1.05,Valorant
jowa,Canada,Head in the Clouds,460,1.16,1.1,Valorant
isaa,Brazil,Gamelanders Purple,634,1.09,1.05,Valorant
Mtzz,Chile,Sem Novidades,526,1.3,1.09,Valorant
Coffee,Belarus,PURPURE,1542,0.98,0.99,Valorant
Liuxplay,World,Pichon Bellaco,702,1.24,1.19,Valorant
Xi,Taiwan,UnityBelief,1404,1.24,1.16,Valorant
soifong,Indonesia,nxl,3277,0.77,0.82,CSGO
takbok,South Africa,Big 5,3700,1.1,1.04,CSGO
ip0TT,Turkey,Kafalar Esports,742,1.12,1.02,Valorant
vo0kashu,Russia,Rebels Gaming,817,1.21,1.09,Valorant
Magni,Poland,Reborn,373,1.02,0.97,Valorant
T4TO,Colombia,TEAM LOYALTY,348,1.05,1.02,Valorant
AnnieDro,United States,Cloud9 White,756,1.07,0.96,Valorant
ZOD14C,Morocco,Solo,567,0.93,0.95,Valorant
nk4y,Bulgaria,Sunny Beach,452,1.36,1.21,Valorant
bp,South Korea,발롱도르,646,0.98,1.01,Valorant
NuroPiscola,Latin America,NoBorder,316,0.83,0.8,Valorant
RUBINO,Norway,Dignitas,26140,0.99,0.98,CSGO
DeadInk,Turkey,Galakticos,905,1.05,1.06,Valorant
Top,Canada,Aspire,1320,1.03,1.04,Valorant
HANN,South Korea,World Game Star,640,1.02,1.03,Valorant
SKYTTEN,Sweden,Orbit,10157,1.05,1.02,CSGO
Melon,Mexico,Elen Pink G,354,1.28,1.09,Valorant
iluri,Finland,FOKUS,1135,1.05,0.91,Valorant
Moe,Great Britain,EXCEL,1349,1.21,1.15,Valorant
Matix11,Chile,Eternals Gaming,404,0.92,1.01,Valorant
HyP,France,Mandatory,312,0.87,0.97,Valorant
DrakeN,Philippines,STRM Esports FLUX,1064,1.17,1.21,Valorant
Ryu,Mexico,Team Cruelty,302,1.25,1.14,Valorant
FleW1Ng,World,Awake Gaming,440,0.96,0.99,Valorant
fejtZ,Estonia,SMASH,19457,1.1,1.07,CSGO
Apho,World,F A TEAM 17,411,0.96,0.97,Valorant
antrex4k,World,King's Row,620,0.76,0.79,Valorant
hummersziN,Brazil,Only Progress,792,0.66,0.67,Valorant
horvy,Brazil,INTZ,5787,0.97,0.96,CSGO
hybrid,Turkey,Beşiktaş Esports,366,0.94,0.91,Valorant
B1NGO,China,Lynn Vision,6959,0.91,0.91,CSGO
B0VIII,Cambodia,AG Esports,702,0.93,0.93,Valorant
popoman4Q,Taiwan,LJG,668,0.98,1.0,Valorant
Devilwalk,Sweden,fnatic,10494,0.85,0.86,CSGO
brzotrcitarmi,Europe,Kum Gaming,305,1.08,1.03,Valorant
wippie,Russia,Version1,1148,1.18,1.04,Valorant
ceeJay,Canada,Team Gonjo,309,1.01,1.04,Valorant
Waffle,Canada,Solo,1416,0.87,0.88,Valorant
Kaoticcc,Canada,Kowareta,2202,1.12,1.06,Valorant
kuben,Poland,ESC,4196,0.98,0.95,CSGO
glow,Korea,MVP PK,10045,0.98,0.96,CSGO
jarosa,United States,goofy gremlins,519,0.88,0.9,Valorant
pANcada,Brazil,LOUD,587,1.43,1.18,Valorant
YuhWei,Canada,WrGaming,714,0.8,0.78,Valorant
