player_name,country,team,total_rounds,kd,rating,game
deLb,Indonesia,VOIN Esports,2112,1.12,1.02,Valorant
MOJJ,Turkey,Futbolist,1143,1.1,0.98,Valorant
lovely,Brazil,The Last Dance,1203,1.11,1.1,Valorant
CallMeMar,Canada,Vireo.pro,2778,1.02,1.03,Valorant
kasper,Great Britain,Team Duelist,695,0.95,0.94,Valorant
Freyr,Singapore,Team SMG,909,1.25,1.14,Valorant
woddy,Brazil,Bonde do Tringa,1068,1.38,1.17,Valorant
Zyphon,Denmark,Copenhagen Flames,4874,1.06,1.03,CSGO
joshbM,United States,Blight,3857,0.96,0.97,CSGO
Brehze,United States,Evil Geniuses,28547,1.15,1.11,CSGO
Xaisty,Sweden,Asterion,3665,0.9,0.93,CSGO
LOB,South Korea,FAV Gaming,491,1.24,1.0,Valorant
SHiPZ,Bulgaria,SKADE,36918,1.07,1.06,CSGO
Nunu,Europe,BuffoMix,360,1.2,1.14,Valorant
Relaxa,Sweden,Apeks,31162,1.11,1.03,CSGO
hardzao,Brazil,paiN,12274,1.14,1.08,CSGO
BennY,Germany,CGN Esports,788,1.08,1.12,Valorant
BladeZ,Brazil,Extenzy Gaming,1554,1.27,1.06,Valorant
vascaLizz,Indonesia,Bigetron Arctic,681,1.17,1.09,Valorant
M1SYL,Bangladesh,Resurgent Esports,768,1.14,1.12,Valorant
Patrick,Bulgaria,FATE,8725,0.92,0.94,CSGO
smike,Ukraine,"""spray'n'pray""",12461,1.08,1.07,CSGO
coco,Philippines,Oasis Gaming,570,0.86,0.79,Valorant
tabz,Sweden,Galaxy Racer,8191,1.04,1.02,CSGO
FaNbF4,Canada,Project Icarus,446,0.77,0.88,Valorant
AsrocK,Colombia,Solo,555,1.17,1.18,Valorant
Monstrum,Great Britain,HEET,598,0.95,0.94,Valorant
Real B,Vietnam,EGO,1194,1.34,1.18,Valorant
desi,United States,Winterfox,10986,1.01,1.01,CSGO
helvoro,World,Unknown Soldiers,372,0.64,0.65,Valorant
Zander,Canada,Version1,2722,1.26,1.18,Valorant
KSW,Turkey,Team Aurora,662,0.76,0.83,Valorant
Krysme,Brazil,BearClaw Gaming,1128,1.0,0.98,Valorant
yungwildfueg0,Canada,afterMath Esports,936,0.96,1.05,Valorant
TERNOS,Egypt,3BL Esports,2202,0.93,0.86,Valorant
supermonkey,United States,Mach5,1191,1.05,1.06,Valorant
kynsinho,Chile,Free Proyect,378,1.14,1.08,Valorant
Kayman,Netherlands,Team Doggo,412,0.78,0.88,Valorant
reversive,Argentina,Isurus,14267,1.02,1.0,CSGO
MaR,United States,Kowareta,5277,1.12,1.13,Valorant
Kaspe,Finland,BIG,603,0.79,0.81,Valorant
LockM,China,Team Weibo,974,1.05,0.97,Valorant
Dvyno,Brazil,DoisNaMoto,1036,0.97,0.88,Valorant
xarock,Europe,pensionersquad,336,1.03,0.98,Valorant
k1zspawn,Portugal,Team Queso,417,1.0,0.93,Valorant
yuhneb,Vietnam,Team OK,475,0.76,0.79,Valorant
stonde,Finland,ENCE,5665,1.06,1.01,CSGO
gbzw,Brazil,Baixa Renda,3205,0.98,0.99,Valorant
shramez,Ukraine,Team hz,407,1.14,1.04,Valorant
hugeon,Russia,YPPB,1154,0.96,0.96,Valorant
NGU Fredy,Europe,Never Give Up,406,1.21,1.09,Valorant
celtrak1,Chile,Rebirth Esports,1262,1.05,1.08,Valorant
Leu,Turkey,Team Demiral Esports,732,1.2,1.2,Valorant
Drios,Canada,Acacia Gaming,634,0.8,0.79,Valorant
luk,Brazil,W7M,4850,0.77,0.8,CSGO
LoWkii,France,Limitless,2991,1.04,1.03,CSGO
Prodigy,Australia,Noxide,3485,0.85,0.89,CSGO
Zyppan,Sweden,FunPlus Phoenix,708,1.19,1.19,Valorant
Rythm,Canada,Team Artisan,426,1.04,0.95,Valorant
Kaephrodite,Singapore,Team SMG Female,488,1.34,1.17,Valorant
k1Ng0r,Serbia,RESISTANCE,9126,1.01,1.0,CSGO
Andyy,Germany,expert,6715,1.08,1.03,CSGO
rochet,Chile,Rejected,5167,1.04,1.03,CSGO
Moon,Vietnam,ISellPower,304,0.97,1.02,Valorant
Marky,Philippines,Oasis Gaming,551,1.09,1.08,Valorant
Em0,India,J-Muds Esports,734,0.9,0.84,Valorant
LBuddy,Canada,EastCoastGaming,342,1.06,1.15,Valorant
shalaby,Egypt,wafflemakers,2202,1.16,1.19,Valorant
Evilkyk,Brazil,No Org,4408,0.94,0.97,Valorant
ImpressioN,Singapore,BOOT-d[S],15862,1.01,1.0,CSGO
Vasperal,United States,303 Esports,1758,0.98,0.95,Valorant
P1nA2k4,Vietnam,Steal Your Glory,1464,1.03,1.03,Valorant
hitMouse,Belarus,Nemiga,13896,0.93,0.92,CSGO
poiz,United States,Cloud9 Academy,348,1.52,1.4,Valorant
Crityourface,Poland,PACT,5968,1.04,1.01,CSGO
kAzoo,Syria,YaLLa Esports,616,0.98,1.03,Valorant
matti,Denmark,Vitriolic,1596,1.08,0.95,Valorant
3ARK00Z,Jordan,Triumph,4387,1.05,1.05,CSGO
Sosa,Canada,Solo,637,0.9,0.89,Valorant
RreD,Argentina,Solo,310,1.0,1.05,Valorant
mir,Russia,Spirit,24644,1.15,1.1,CSGO
NyX,Croatia,Locastic,3273,1.03,1.05,CSGO
TINARAES,Canada,WHIFF DIFF,428,1.01,1.0,Valorant
SSP Wake,Europe,Headshot Maschinen,730,1.14,1.19,Valorant
CROSSHAIR,India,AtmosFear,2324,0.92,0.88,Valorant
svyat,Russia,Hard Legion,16450,0.91,0.9,CSGO
cauanzin,Brazil,Ninjas in Pyjamas,820,1.09,1.09,Valorant
Yoshinik,Colombia,PEEK Gaming,490,0.9,1.02,Valorant
bodyy,France,DBL PONEY,29187,0.99,0.98,CSGO
Uglomer,World,Kum Gaming,305,0.84,0.87,Valorant
Liyan,Turkey,Fire Flux Esports Female,315,1.25,1.14,Valorant
Rex0,Canada,TLP Blue,471,0.82,0.82,Valorant
NRK,France,Valar Morghulis,569,1.0,0.96,Valorant
gilga,Indonesia,OCCAMY OMEGA,1005,1.01,1.03,Valorant
Gospadarov,Russia,NAVI Junior,8323,1.11,1.05,CSGO
BuLL3T,India,AtmosFear,4172,0.98,1.0,Valorant
Kurt,Great Britain,We Dem Bois,582,1.15,1.15,Valorant
jenn,Great Britain,SKELP SERENE,708,0.84,0.84,Valorant
Honest,Canada,Omnipotent Gaming,634,0.93,0.91,Valorant
Envious,Singapore,The Impalers,1464,1.29,1.2,Valorant
wasd,United States,Watermelon Warriors,432,0.91,0.93,Valorant
Shao,Russia,FunPlus Phoenix,708,1.32,1.13,Valorant
mmonch,Mexico,Worst Generation,1431,1.49,1.25,Valorant
PlotZ,World,Venados ITH Esports,729,0.85,0.91,Valorant
1uke,Russia,Spirit Academy,16179,1.02,1.0,CSGO
icem4N,Kazakhstan,100PG,6754,0.95,0.95,CSGO
napkin,Canada,New Moon,324,0.92,0.85,Valorant
zolters,Germany,idontcare,1312,0.85,0.82,Valorant
Diamede,United States,Alpha Esports Pro,580,1.24,1.12,Valorant
muhkuh,Europe,pensionersquad,336,0.89,0.86,Valorant
stark,Poland,x-kom,8322,0.93,0.94,CSGO
kevzy,Sweden,Epsilon,4621,0.95,0.96,CSGO
cheatcode,United States,Solo,895,1.07,1.04,Valorant
oBo,United States,Evil Geniuses,9084,1.06,1.04,CSGO
els,Canada,subtLe,7589,0.87,0.89,CSGO
motm,United States,ATK,19337,1.07,1.05,CSGO
kalitA,Argentina,KRÜ Fem,540,1.4,1.05,Valorant
cqntrl,Brazil,Keyd,2800,1.1,1.07,CSGO
f3n1x,Portugal,H20,562,0.86,0.91,Valorant
zehN,Finland,GODSENT,27206,1.13,1.09,CSGO
EleyTY,United States,VIRTUOSO,872,0.95,0.89,Valorant
Kwixy,Hungary,iPon Esports,528,1.09,1.07,Valorant
Ezire,Canada,CripWalkas,460,0.92,1.01,Valorant
Aunkere,Russia,NAVI Junior,7533,1.05,1.04,CSGO
bubu,Brazil,Cruzeiro Esports,742,1.15,1.22,Valorant
PTC,Thailand,Lucid Dream,12393,1.18,1.11,CSGO
Celrate,Denmark,Singularity,9660,1.01,0.99,CSGO
Fadey,South Africa,ATK,12543,0.96,0.98,CSGO
Dolar,Poland,STRESSTHE,788,0.75,0.83,Valorant
frz,Brazil,yng Sharks,370,1.08,0.98,Valorant
Techno,India,Dewds,318,0.93,0.94,Valorant
AccHr,China,Invictus Gaming Academy,682,1.09,1.08,Valorant
Lucifer Szpp,Turkey,ZULA pEEk,420,1.01,0.98,Valorant
Trauhmatic,Canada,Solo,569,1.09,1.12,Valorant
demon,United States,Aspyre Entertainment,2079,1.04,1.04,Valorant
mole,United Kingdom,nerdRage,2721,1.03,0.99,CSGO
Xanzus,United Arab Emirates,Mythoclast,1506,1.1,1.08,Valorant
chelleos,New Zealand,Rooster,12189,1.13,1.12,CSGO
Klauss,Chile,miramadura,442,1.01,1.08,Valorant
Ssun,South Korea,Spear Gaming,376,1.13,1.18,Valorant
HellRose,Sweden,Solo,551,0.9,0.95,Valorant
ariee,Latin America,Movistar Optix Fem,317,0.88,0.86,Valorant
fragg,United States,Boomer Diff,3460,0.89,0.85,Valorant
tricky,Russia,Trident,6839,1.02,1.0,CSGO
neth,Japan,Crazy Raccoon,550,1.09,1.02,Valorant
forgetw0w,Russia,VCTRY Esports,1110,1.02,0.92,Valorant
eeiu,Canada,NRG Esports,1090,1.33,1.18,Valorant
Vbbooy,Belgium,Valar Morghulis,569,1.01,1.05,Valorant
Raki,Indonesia,VVV,586,0.99,0.99,Valorant
Banshee,Turkey,BBL Queens,544,0.92,0.92,Valorant
yT,Turkey,Eternal Fire,490,0.97,0.95,Valorant
JessieVash,Philippines,Team Secret,409,0.96,0.97,Valorant
bnj,Argentina,Ninjas in Pyjamas,820,0.93,0.89,Valorant
deneb,Brazil,Big Conos,322,1.23,1.2,Valorant
Hiko,United States,Liquid,24398,1.1,1.04,CSGO
FiReMaNNN,Chile,Andes,3703,1.05,1.05,CSGO
soph ll,Canada,Team X,324,0.79,0.79,Valorant
frenzyy,Indonesia,Encode,870,0.85,0.82,Valorant
artems0n,Europe,whydah,304,1.21,1.19,Valorant
DeathMakeR,India,Entity,2717,1.13,1.11,CSGO
Yif,United States,ViceVersa,366,1.16,1.11,Valorant
visionvilly,Canada,Sussy,316,0.77,0.76,Valorant
ohimsevolQ,Canada,ATK Mode,398,1.09,1.05,Valorant
Wedid,Canada,Solo,1297,1.06,0.99,Valorant
rise,Canada,CLG Red,795,1.05,1.03,Valorant
sym,United States,Nearest Airport,1241,1.36,1.3,Valorant
Sa7,China,MFC,4145,0.91,0.93,CSGO
Limpone,Sweden,Property,3103,0.85,0.87,CSGO
RECIDENT,Israel,Team Finest,3148,1.08,1.03,Valorant
DenzeR,Russia,SAMSARA,310,0.98,1.04,Valorant
Icarus,Canada,SLAY,402,0.8,0.8,Valorant
MusambaN1,Spain,x6tence,7802,0.91,0.91,CSGO
ira,Turkey,Solo,315,0.92,0.96,Valorant
BanGa,China,Eclipse.o,2734,0.85,0.88,CSGO
Yaza,Canada,Stanky Bois,540,0.55,0.58,Valorant
JnW,Indonesia,Team Entry,408,0.99,0.95,Valorant
nython,Brazil,Paquetá,9076,1.13,1.08,CSGO
waneG,France,aAa,6204,0.85,0.86,CSGO
1OOBY,World,New Legion,1455,1.16,1.16,Valorant
Abyssal,Estonia,XYZ,408,1.26,1.31,Valorant
dazzLe,United States,eUnited,17971,1.0,1.01,CSGO
ZeydeR,Poland,kokpiT,509,1.11,1.15,Valorant
Foxie,Great Britain,Team Queso,417,1.03,1.03,Valorant
alex,Spain,Movistar Riders,30223,1.06,1.03,CSGO
AKM Nyonza,Canada,EDO TENSEI,860,0.91,0.95,Valorant
shushan,Israel,Aequus,2916,1.06,1.03,CSGO
mxmfps,Brazil,Solo,397,1.18,1.04,Valorant
dothem,Turkey,Solo,305,0.92,0.9,Valorant
husK,Australia,Control,2954,1.07,1.09,CSGO
мина,Europe,Beykent E-Sports,627,0.95,0.9,Valorant
Cliqahh,Australia,SealTeam69,1520,0.75,0.8,Valorant
DaanvGG,Netherlands,Victoire Gaming,930,0.89,0.88,Valorant
KUSHAY,South Korea,Watermelon Warriors,488,1.18,1.13,Valorant
sharyk,Latvia,GOAGOAGOAGOA,413,0.72,0.7,Valorant
SpawNy,Morocco,Eternity Esports,660,1.21,0.97,Valorant
furq,Brazil,VIM TIRAR ORG,394,1.16,1.18,Valorant
Toskri,Canada,Solo,333,1.11,1.07,Valorant
Zoessie,United States,TSM FTX X,2256,1.42,1.22,Valorant
fnyekes,Belarus,GoodJob,8217,0.99,0.99,CSGO
Maccen,Denmark,Lyngby Vikings,2704,0.93,0.93,CSGO
Cryocells,United States,XSET,1036,1.53,1.33,Valorant
sacred,India,CripWalkas,1029,1.09,1.11,Valorant
majest1c,Europe,AIGYR ACADEMY,328,1.05,1.02,Valorant
adrnking,Indonesia,BTRG,2898,1.02,1.0,CSGO
Vera,Singapore,No Namers,1069,1.2,1.17,Valorant
ara,Romania,ThePawBrothers,808,1.06,1.14,Valorant
Sylvan,South Korea,AUTOCRACY,1280,1.12,1.05,Valorant
xenp1o,Russia,Tactical Five,423,1.1,0.93,Valorant
Rak,Germany,ALTERNATE aTTaX,5120,0.96,0.96,CSGO
Ayrez,Australia,Conspiracy,2948,0.99,1.03,CSGO
ErK,Brazil,Excuse,494,0.94,0.92,Valorant
Mil0,Poland,megapaka,906,1.13,1.05,Valorant
nyczu,Poland,WATAHA,954,1.08,1.03,Valorant
Brad,India,Biryani Power,873,0.88,0.87,Valorant
karrigan,Denmark,FaZe,48728,0.91,0.92,CSGO
Petra,Netherlands,G2 Gozen,652,1.1,1.08,Valorant
Antidote,India,Godlike Esports,2534,1.0,0.95,Valorant
heat,Brazil,Vivo Keyd,548,1.31,1.19,Valorant
kamyk,Poland,Solo,1395,1.21,1.13,Valorant
tyler,Canada,BOZO BLASTERS,729,1.06,1.04,Valorant
WorldEdit,Russia,TUKTOKEPbI,1312,1.28,1.24,Valorant
glace,Denmark,North Academy,15307,1.04,1.0,CSGO
MiwaS,Chile,RDP Esports,398,0.7,0.76,Valorant
Pizituh,Portugal,AlienTech,7190,0.92,0.92,CSGO
Knight,China,KONE,849,1.1,1.07,Valorant
Kaliugh,Philippines,Teletigers Eclipse,330,0.72,0.77,Valorant
Bwills,United States,Triumph,14711,1.06,1.04,CSGO
h4rn,Bulgaria,Fiend,10718,1.19,1.1,CSGO
rate-,Canada,IlluZion,2634,0.95,0.92,Valorant
NFF Vịt Coăn,World,Not For Fun,368,0.96,0.88,Valorant
Rafaaaa,India,Team T69,531,1.03,1.01,Valorant
Sound,Korea,MVP Project,3886,1.02,1.0,CSGO
Klauss,Chile,Hafnet,2685,0.95,0.94,CSGO
EXUS,Poland,PRIDE,21496,0.94,0.94,CSGO
Lightningfast,India,Global Esports,944,1.35,1.21,Valorant
Destrian,Lithuania,LDN Utd,733,0.93,0.92,Valorant
asteriskk,Indonesia,Recca,2558,0.91,0.91,CSGO
balblna,Russia,Quantum Bellator Fire,16017,0.89,0.9,CSGO
shev,Serbia,GamePub,5835,0.82,0.85,CSGO
EM1R,Turkey,GODS,642,1.21,1.05,Valorant
fzz,Brazil,DESEMPRAGADOS,668,0.76,0.79,Valorant
Rexgator,Canada,Hype Horizon,466,0.81,0.88,Valorant
raafa,Brazil,W7M,15881,1.1,1.04,CSGO
azyshaha,Philippines,South Built Esports,1116,1.08,1.06,Valorant
kajak,Poland,incognito,803,1.26,1.17,Valorant
fra,Brazil,FURIA Academy,2804,1.02,0.99,CSGO
luck-,Brazil,Skyline Rebaixado,336,0.67,0.69,Valorant
ryuziN,Brazil,GoIden Vulpes,1299,0.98,0.85,Valorant
ZINKEN,Sweden,x6tence Galaxy,8105,0.96,0.94,CSGO
Skyfull,Japan,DeToNator,370,0.93,0.93,Valorant
sBa,Chile,Solo,409,0.94,0.86,Valorant
Filu,Poland,UCAM Tokiers,399,1.18,1.21,Valorant
chuch,Australia,Tainted Minds,7824,0.99,0.98,CSGO
Davidp,Belgium,3DMAX,20539,1.08,1.03,CSGO
grape,United States,Third Impact,3740,0.91,0.93,CSGO
seized,Russia,Natus Vincere,37891,0.98,0.97,CSGO
Alexy,Philippines,Dynasty Arise,1310,1.33,1.3,Valorant
JYN,Canada,NonChalant VillainZ,502,0.81,0.9,Valorant
TRAVIS,Russia,1WIN,7917,1.02,1.01,CSGO
Sacake,Czech Republic,KOI,496,1.09,1.15,Valorant
aproto,United States,CLG Academy,10053,1.01,1.01,CSGO
MerSa,Turkey,runmix,302,1.36,1.16,Valorant
Tehbotol,Indonesia,BOOM Esports,912,1.14,1.1,Valorant
Jady,Russia,Natus Vincere,785,1.22,1.3,Valorant
Melser,Chile,Leviatán Esports,516,1.14,1.04,Valorant
Sworns,Canada,The Demons,572,1.12,1.07,Valorant
Quinzy,Thailand,Konthaisaduay,766,0.94,0.85,Valorant
ZeroGhost,Europe,Headshot Maschinen,730,0.95,0.97,Valorant
runneR,Europe,Balkan Stars,607,1.15,1.11,Valorant
b0bbzki,Sweden,Singularity,7248,0.95,0.97,CSGO
Kishi,Vietnam,CERBERUS Esports,745,1.0,0.97,Valorant
CHANAPAT,Thailand,Goldencat Gaming,326,0.77,0.81,Valorant
nickszxz,Brazil,Excuse,320,1.04,1.01,Valorant
dodonut,Thailand,TSM FTX X,1732,1.54,1.39,Valorant
somboyyy,Thailand,Qconfirm,1803,0.99,0.97,Valorant
BRUNO,Peru,Jaguar,3325,1.02,1.05,CSGO
MAQUINISTA,Brazil,Improvisad0,734,1.23,1.14,Valorant
Ltomlee,Canada,1994 TOYOTA SUPRA,361,1.02,0.99,Valorant
tyzh,Brazil,RED WOLF,434,1.01,1.07,Valorant
eskay,United States,Dart Monkeys,1734,1.02,1.01,Valorant
J1rah,Australia,ORDER,16907,1.01,0.99,CSGO
fdeN,United States,ETHEREAL,2741,1.06,1.02,CSGO
splashske,Singapore,HZ,18651,1.15,1.11,CSGO
Ayuko1st,Europe,laniepodbalkonem,1200,0.76,0.83,Valorant
MorningStar,Vietnam,The Meaps,321,0.9,0.94,Valorant
Fiji,Europe,CIGANSKY SEN,400,1.43,1.28,Valorant
gMd,Canada,TSM FTX,1084,1.12,1.06,Valorant
Made,Brazil,Mowil E-Sports,738,1.03,1.03,Valorant
LoveX,Brazil,Jisele Pincher,624,1.22,1.06,Valorant
AslaN,Germany,BIG,603,0.98,0.93,Valorant
h6tedthemost,Russia,UNtapped,649,1.11,1.02,Valorant
attach,Canada,Kennesaw State University,818,0.91,0.98,Valorant
Azzii,Europe,azzi's anime aimers,796,0.96,1.08,Valorant
mina,United States,Zero Marksmen Black,2469,1.22,1.13,Valorant
INFESTOR,United Arab Emirates,Team Duelist,695,1.02,0.94,Valorant
JiNKZ,France,3DMAX,14411,0.88,0.89,CSGO
sany,Poland,AVEZ,3354,0.95,0.98,CSGO
julia,United States,LIGHT UP SKECHERS,1798,1.22,1.08,Valorant
sh0twell,Chile,6 godzin,464,1.43,1.29,Valorant
Page,Canada,Solo,333,1.04,1.13,Valorant
Map,Vietnam,Team Joy,535,0.92,0.9,Valorant
beats,Philippines,Zeal Esports,351,0.88,0.84,Valorant
Lucky,Denmark,Tricked,9290,1.13,1.07,CSGO
Esperanza,South Korea,DWG KIA,618,1.06,1.01,Valorant
GFS dwadwa,Asia,Team UNN,312,1.01,0.96,Valorant
gabesson,Hungary,GameAgents,11654,0.97,0.97,CSGO
Andrehs,Venezuela,Skull Cracker Fem,408,1.08,1.09,Valorant
pTKKK,Serbia,4glory,2733,0.82,0.85,CSGO
alafan,Turkey,KAĞITSPOR Espor,323,1.1,0.93,Valorant
Hatz,Australia,Renegades,22188,1.14,1.09,CSGO
JaoTaee,Thailand,Team NKT,648,0.9,0.97,Valorant
Yun,South Korea,Pentagon,369,0.84,0.81,Valorant
v1nNy,Brazil,Tropa do Havoc,640,0.81,0.83,Valorant
NoMichto,France,MIX,405,1.04,0.97,Valorant
Just Purii,France,Reject$ Fe,614,1.0,0.97,Valorant
Jonn,Brazil,Ninjas in Pyjamas,820,0.95,0.95,Valorant
Jinx,Korea,GOSU,5038,1.09,1.07,CSGO
Kant,South Korea,VPZ,352,1.3,1.26,Valorant
zypztw,Denmark,Tricked,4735,0.82,0.85,CSGO
Boostio,United States,Evil Geniuses,1070,1.06,1.05,Valorant
Cheesyace,Canada,Aspire,2542,1.15,1.08,Valorant
4DR,Brazil,ROLO COMPRESSOR,429,1.0,0.99,Valorant
releted,Mexico,Team Cruelty,302,0.97,1.09,Valorant
dips1,Russia,FishkaVTom,391,1.08,0.99,Valorant
DANZ,Australia,Corvidae,9171,0.92,0.93,CSGO
aumaN,China,ViCi,21616,1.08,1.04,CSGO
NaturE,United States,Gen.G Esports,974,1.09,1.03,Valorant
slap,Sweden,London Conspiracy,7041,0.98,0.98,CSGO
winsum,United States,Solo,588,1.0,1.07,Valorant
kawsoy,Thailand,Intense Gaming,484,1.18,1.07,Valorant
Opa,Finland,TBA22,546,0.92,0.88,Valorant
vel,Canada,Acacia Gaming,520,0.81,0.84,Valorant
buzlumuzlusut,Turkey,runmix,346,1.01,0.91,Valorant
Zoestol,Canada,Mach5,1249,1.01,1.06,Valorant
Aleko,United States,TSM FTX,1288,1.08,1.03,Valorant
lucasp,Slovakia,Universe,2920,0.91,0.93,CSGO
TENZKI,Denmark,Nordavind,38637,1.05,1.02,CSGO
nillyaz,United States,Cloud9 Academy,798,1.15,1.11,Valorant
sk0R,Mongolia,NKT,5723,1.17,1.13,CSGO
stadodo,Portugal,SAW,15455,1.06,1.02,CSGO
YouBreak,Poland,Solo,1108,1.01,0.94,Valorant
enzAo9,Brazil,Q calor e esse,458,1.1,1.01,Valorant
TwichLuckz2121,Brazil,Jogan Adulto,302,0.75,0.83,Valorant
di^,United States,CLG Red,4495,1.12,1.07,CSGO
S1ker,World,Polar Squad Esports,486,1.02,1.06,Valorant
Walco,Canada,RBG,7009,0.92,0.95,CSGO
Eisberg,Indonesia,Celeste,1392,0.96,0.88,Valorant
ZVCH,United States,OneShot Esports,403,0.95,1.01,Valorant
fnx,Brazil,Luminosity,15482,1.08,1.04,CSGO
hutji,Russia,Vega Squadron,12010,0.92,0.93,CSGO
iDISBALANCE,Russia,Nemiga,18316,1.14,1.07,CSGO
Stay,Canada,Divinity,389,0.93,1.02,Valorant
rushhh,Canada,VersionX,505,0.94,0.86,Valorant
k1nchiNs,China,LGD,3621,0.86,0.89,CSGO
vek,Canada,Swedish Canadians,4848,0.85,0.88,CSGO
HellrangeR,India,Entity,3186,0.98,0.96,CSGO
STYKO,Slovakia,HellRaisers,36601,1.01,1.0,CSGO
breaker,Australia,munyanyo,3160,0.69,0.73,CSGO
Shawn,United States,Gen.G Esports,974,1.13,1.14,Valorant
Nariel,Turkey,BBL Queens,544,1.03,1.08,Valorant
Anreit,Russia,VCTRY Esports,918,1.04,0.97,Valorant
aeyk0,Great Britain,Bang Average,408,1.4,1.26,Valorant
prince,Brazil,Predestinados,1995,1.18,1.03,Valorant
REDSTAR,Bulgaria,Fiend,13423,1.11,1.05,CSGO
WSLEO,Taiwan,VF,702,0.94,0.9,Valorant
coolio,Hungary,Budapest Five,8552,0.91,0.91,CSGO
nobody,China,Royal Never Give Up,2730,1.17,1.1,Valorant
Primzy,Canada,Clickin' Chicken,1620,0.98,1.0,Valorant
hyouka,Japan,Reignite,446,0.91,0.83,Valorant
zedzke,Australia,AVANT,3443,1.05,1.03,CSGO
Guiih9,Brazil,Real Esports,1002,0.93,0.94,Valorant
Bdog,United States,Luminosity Gaming,1210,1.25,1.1,Valorant
breAker,United Arab Emirates,NASR,7172,0.93,0.92,CSGO
Pjotr,Czech Republic,Entropiq,536,0.97,0.97,Valorant
BowlCut,Canada,Lionheart Esports,381,0.88,0.88,Valorant
WKN,Chile,Só deus Sabe,660,0.81,0.85,Valorant
prackz,Lithuania,PAEBAT,1110,0.99,1.0,Valorant
zeff,Korea,MVP PK,12229,1.01,1.0,CSGO
sfX,United States,Whatever It Takes,2632,0.83,0.87,CSGO
Gaxbbz7,World,Barcelona Esports,418,0.83,0.88,Valorant
Blessboy,Brazil,AIR,681,0.94,0.96,Valorant
erennTT,Turkey,Gringo Team,507,1.21,1.14,Valorant
LesniiiBlvck,Argentina,JETT REBIBE ME,1029,0.92,0.84,Valorant
tuba,Hungary,Team Progress,445,0.87,0.95,Valorant
Jojo,Europe,absolute amateurs,372,0.94,0.94,Valorant
KillerMiller,United States,Stasis,1106,0.82,0.84,Valorant
Blastinho,Spain,k1ck,3197,1.08,1.05,CSGO
caike,Brazil,g3x,12342,0.96,0.95,CSGO
Crawler,Argentina,Cataclysm Team,388,1.09,1.0,Valorant
Amok,Europe,NEXT.GEN,532,0.77,0.83,Valorant
sh1vy,India,God Particles,2960,0.85,0.89,Valorant
Mig ッ,Brazil,Excuse,320,0.79,0.83,Valorant
Shockah,Canada,Polaris,705,0.84,0.84,Valorant
penny,Canada,Triumph,6019,1.05,1.05,CSGO
jinnie,Canada,Hyperspace Dark,937,1.04,1.01,Valorant
Dreamy,Canada,WrGaming,796,0.89,0.94,Valorant
Parmigiani,China,Attacking Soul Esports,483,0.82,0.85,Valorant
eKo,South Korea,Reignite,446,1.24,1.13,Valorant
Verno,United States,Oxygen Esports Academy,1723,1.23,1.08,Valorant
nowhereishappy,Thailand,Hell,442,0.78,0.85,Valorant
crisby,Germany,Unicorns of Love,31129,0.92,0.93,CSGO
jedqr,Poland,Wisla Krakow,16923,1.04,1.01,CSGO
RS fad,Canada,NMG Celeste,409,0.97,0.98,Valorant
LuciA,India,Galaxy Esports,368,0.84,0.85,Valorant
CyvOph,France,GucciFlipFlop,924,1.16,1.22,Valorant
ayaya,China,Eclipse,11276,1.02,1.02,CSGO
Diego,Guatemala,Orgless LATAM,1840,0.96,1.02,Valorant
AR4N,Argentina,Pharaoh Esports,449,1.25,1.14,Valorant
hrZXv3,France,F9 Hetic,351,1.18,1.11,Valorant
Yotaa,France,ZERANCE,734,1.09,0.98,Valorant
royald,United States,Team Basilisk,4546,0.93,0.96,Valorant
rainssa,Turkey,Solo,378,1.0,0.98,Valorant
sticky,Singapore,b Tang,1750,0.96,0.97,Valorant
rya,Romania,Team Progress,445,1.0,0.99,Valorant
9ondoss,Morocco,Solo,334,0.9,0.96,Valorant
luqz,Brazil,HIGHPOWER,1596,1.25,1.14,Valorant
nonick,France,TheDice,7930,0.92,0.93,CSGO
Hoffeins,Latin America,Twin Esports,747,0.99,1.02,Valorant
mea,Indonesia,Somnium Esports,1005,1.02,0.94,Valorant
Vexite,Australia,ORDER,5228,1.12,1.1,CSGO
PASHANOJ,Russia,Unique,15386,0.8,0.84,CSGO
zeq,Denmark,Ambush,3615,0.91,0.92,CSGO
Anna,South Korea,Noble eXperience,402,1.14,1.15,Valorant
pulzG,Germany,Planetkey,3199,0.97,0.96,CSGO
Vlady,Russia,tyeasy,474,1.18,1.12,Valorant
Shin,France,Sector One,669,1.11,1.1,Valorant
fate,United States,Bear Minimum,846,0.98,1.02,Valorant
enaye,Canada,UnitedERA,362,0.83,0.86,Valorant
ed101,China,AllGamers,6127,0.96,0.97,CSGO
aleand,Chile,TITOLARRAIN FC,322,0.78,0.75,Valorant
Jarlo,Denmark,who cars?,844,0.87,0.88,Valorant
erkaSt,Mongolia,Grayhound,21491,1.17,1.12,CSGO
Gusa,World,No Res,632,0.85,0.93,Valorant
sirbuck,Latin America,Twin Esports,1460,0.87,0.81,Valorant
d3rn,Indonesia,Team Altitude,636,0.87,0.91,Valorant
haylaman,Tunisia,gucciGANG,372,0.7,0.72,Valorant
natu,Finland,3DMAX,4782,0.86,0.88,CSGO
